"GEO_ID","NAME","B08302_001E","B08302_001M","B08302_002E","B08302_002M","B08302_003E","B08302_003M","B08302_004E","B08302_004M","B08302_005E","B08302_005M","B08302_006E","B08302_006M","B08302_007E","B08302_007M","B08302_008E","B08302_008M","B08302_009E","B08302_009M","B08302_010E","B08302_010M","B08302_011E","B08302_011M","B08302_012E","B08302_012M","B08302_013E","B08302_013M","B08302_014E","B08302_014M","B08302_015E","B08302_015M",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Estimate!!Total!!12:00 a.m. to 4:59 a.m.","Margin of Error!!Total!!12:00 a.m. to 4:59 a.m.","Estimate!!Total!!5:00 a.m. to 5:29 a.m.","Margin of Error!!Total!!5:00 a.m. to 5:29 a.m.","Estimate!!Total!!5:30 a.m. to 5:59 a.m.","Margin of Error!!Total!!5:30 a.m. to 5:59 a.m.","Estimate!!Total!!6:00 a.m. to 6:29 a.m.","Margin of Error!!Total!!6:00 a.m. to 6:29 a.m.","Estimate!!Total!!6:30 a.m. to 6:59 a.m.","Margin of Error!!Total!!6:30 a.m. to 6:59 a.m.","Estimate!!Total!!7:00 a.m. to 7:29 a.m.","Margin of Error!!Total!!7:00 a.m. to 7:29 a.m.","Estimate!!Total!!7:30 a.m. to 7:59 a.m.","Margin of Error!!Total!!7:30 a.m. to 7:59 a.m.","Estimate!!Total!!8:00 a.m. to 8:29 a.m.","Margin of Error!!Total!!8:00 a.m. to 8:29 a.m.","Estimate!!Total!!8:30 a.m. to 8:59 a.m.","Margin of Error!!Total!!8:30 a.m. to 8:59 a.m.","Estimate!!Total!!9:00 a.m. to 9:59 a.m.","Margin of Error!!Total!!9:00 a.m. to 9:59 a.m.","Estimate!!Total!!10:00 a.m. to 10:59 a.m.","Margin of Error!!Total!!10:00 a.m. to 10:59 a.m.","Estimate!!Total!!11:00 a.m. to 11:59 a.m.","Margin of Error!!Total!!11:00 a.m. to 11:59 a.m.","Estimate!!Total!!12:00 p.m. to 3:59 p.m.","Margin of Error!!Total!!12:00 p.m. to 3:59 p.m.","Estimate!!Total!!4:00 p.m. to 11:59 p.m.","Margin of Error!!Total!!4:00 p.m. to 11:59 p.m.",
"1500000US250250702002","Block Group 2, Census Tract 702, Suffolk County, Massachusetts","671","209","0","12","11","18","11","16","22","23","36","57","117","108","44","48","39","44","54","52","113","90","104","84","13","21","88","106","19","23",
"1500000US250250702003","Block Group 3, Census Tract 702, Suffolk County, Massachusetts","908","251","10","17","0","12","0","12","14","16","27","39","61","41","0","12","33","31","85","75","155","79","66","70","42","36","250","119","165","99",
"1500000US250250703001","Block Group 1, Census Tract 703, Suffolk County, Massachusetts","434","163","10","16","17","26","18","28","19","31","0","12","37","59","0","12","76","79","20","33","83","76","17","27","99","92","38","41","0","12",
"1500000US250250703002","Block Group 2, Census Tract 703, Suffolk County, Massachusetts","729","218","0","12","0","12","0","12","46","53","11","18","19","23","90","78","240","122","90","103","141","156","45","69","0","12","11","21","36","45",
"1500000US250250703003","Block Group 3, Census Tract 703, Suffolk County, Massachusetts","577","156","0","12","0","12","35","36","26","33","12","18","57","68","73","51","72","61","204","111","26","42","11","18","0","12","12","19","49","47",
"1500000US250250703004","Block Group 4, Census Tract 703, Suffolk County, Massachusetts","916","181","0","12","0","12","28","31","57","52","56","46","106","61","41","43","306","170","144","67","163","94","15","25","0","12","0","12","0","12",
"1500000US250250704021","Block Group 1, Census Tract 704.02, Suffolk County, Massachusetts","446","81","23","25","0","12","2","4","38","35","9","11","37","36","30","25","27","20","45","26","74","44","66","45","42","32","13","14","40","26",
"1500000US250250705001","Block Group 1, Census Tract 705, Suffolk County, Massachusetts","1344","296","0","12","0","12","63","73","0","12","102","73","44","49","154","107","356","156","429","162","72","52","0","12","30","48","67","65","27","45",
"1500000US250250705002","Block Group 2, Census Tract 705, Suffolk County, Massachusetts","540","232","21","33","0","12","23","36","35","54","105","110","82","95","24","33","53","73","49","49","79","104","0","12","0","12","33","43","36","48",
"1500000US250250705003","Block Group 3, Census Tract 705, Suffolk County, Massachusetts","783","192","13","21","0","12","31","34","17","27","37","43","63","53","144","89","223","113","153","83","70","50","15","23","0","12","0","12","17","27",
"1500000US250250705004","Block Group 4, Census Tract 705, Suffolk County, Massachusetts","662","182","0","12","0","12","0","12","82","74","50","58","79","68","98","59","94","93","107","70","50","47","19","29","0","12","53","73","30","47",
"1500000US250250706001","Block Group 1, Census Tract 706, Suffolk County, Massachusetts","678","150","10","17","0","12","4","6","19","21","54","58","94","63","191","94","166","74","68","43","52","39","11","17","0","12","0","12","9","14",
"1500000US250250706002","Block Group 2, Census Tract 706, Suffolk County, Massachusetts","759","121","0","12","0","12","0","12","13","20","8","14","126","64","91","42","148","62","182","82","106","70","10","16","0","12","47","50","28","27",
"1500000US250250707001","Block Group 1, Census Tract 707, Suffolk County, Massachusetts","767","172","0","12","0","12","0","12","54","47","18","22","43","28","90","61","73","51","102","95","140","89","52","57","0","12","155","96","40","48",
"1500000US250250707002","Block Group 2, Census Tract 707, Suffolk County, Massachusetts","830","156","11","19","11","17","15","24","24","28","69","47","95","67","140","65","163","97","120","68","92","43","24","28","0","12","46","60","20","23",
"1500000US250250708001","Block Group 1, Census Tract 708, Suffolk County, Massachusetts","1122","259","0","12","0","12","0","12","61","72","13","22","189","109","215","134","138","68","173","93","115","105","35","59","0","12","73","78","110","89",
"1500000US250250708002","Block Group 2, Census Tract 708, Suffolk County, Massachusetts","868","484","0","12","0","12","0","12","89","141","75","85","88","61","13","21","210","127","128","166","134","98","68","85","0","12","63","68","0","12",
"1500000US250250708003","Block Group 3, Census Tract 708, Suffolk County, Massachusetts","546","145","0","12","0","12","0","12","26","32","0","12","94","80","89","75","130","67","83","58","52","53","0","12","0","12","17","28","55","59",
"1500000US250250709001","Block Group 1, Census Tract 709, Suffolk County, Massachusetts","1459","194","57","48","0","12","20","23","28","27","41","39","267","98","294","111","218","85","218","89","111","79","47","37","12","19","91","57","55","49",
"1500000US250250709002","Block Group 2, Census Tract 709, Suffolk County, Massachusetts","463","166","0","12","0","12","9","18","0","12","7","13","63","57","47","67","147","80","62","77","118","77","0","12","0","12","10","16","0","12",
"1500000US250250711011","Block Group 1, Census Tract 711.01, Suffolk County, Massachusetts","665","142","22","36","43","40","42","34","14","21","35","40","54","46","25","32","193","103","56","45","127","83","0","12","0","12","54","42","0","12",
"1500000US250250711012","Block Group 2, Census Tract 711.01, Suffolk County, Massachusetts","910","350","9","21","0","12","0","12","14","25","80","58","94","59","106","68","240","179","72","63","115","131","36","46","17","27","113","107","14","24",
"1500000US250250711013","Block Group 3, Census Tract 711.01, Suffolk County, Massachusetts","410","130","16","25","26","43","0","12","0","12","29","37","0","12","109","101","97","91","34","41","0","12","0","12","20","34","25","42","54","69",
"1500000US250250712011","Block Group 1, Census Tract 712.01, Suffolk County, Massachusetts","994","191","24","57","16","20","17","21","32","26","41","39","203","145","80","53","169","99","123","49","88","63","25","37","29","43","121","91","26","29",
"1500000US250250712012","Block Group 2, Census Tract 712.01, Suffolk County, Massachusetts","288","99","0","12","34","34","0","12","9","14","0","12","33","33","9","13","10","16","47","50","53","55","28","25","0","12","54","57","11","19",
"1500000US250250801001","Block Group 1, Census Tract 801, Suffolk County, Massachusetts","365","117","39","38","0","12","14","23","16","18","12","19","36","32","15","18","50","45","42","30","57","41","6","14","23","32","51","51","4","6",
"1500000US250250801002","Block Group 2, Census Tract 801, Suffolk County, Massachusetts","360","125","24","33","0","12","34","30","58","44","35","32","23","23","10","17","65","53","38","31","0","12","29","22","0","12","32","37","12","18",
"1500000US250250803001","Block Group 1, Census Tract 803, Suffolk County, Massachusetts","548","181","0","12","0","12","0","12","20","20","26","20","25","24","98","56","182","82","95","51","24","23","16","17","23","26","25","23","14","21",
"1500000US250250804011","Block Group 1, Census Tract 804.01, Suffolk County, Massachusetts","513","141","28","46","11","14","28","31","0","12","23","30","64","48","42","37","87","51","46","36","43","35","6","16","0","12","120","75","15","17",
"1500000US250250804012","Block Group 2, Census Tract 804.01, Suffolk County, Massachusetts","402","123","0","12","0","12","0","12","78","64","67","44","42","42","0","12","61","40","48","40","62","51","0","12","0","12","31","34","13","20",
"1500000US250250805001","Block Group 1, Census Tract 805, Suffolk County, Massachusetts","374","145","32","40","0","12","26","40","10","17","2","6","31","40","15","25","170","78","20","30","0","12","0","12","20","29","27","31","21","32",
"1500000US250250805002","Block Group 2, Census Tract 805, Suffolk County, Massachusetts","641","152","20","30","86","73","31","29","12","18","43","38","30","37","53","43","67","64","14","22","62","62","0","12","18","29","32","51","173","118",
"1500000US250250806011","Block Group 1, Census Tract 806.01, Suffolk County, Massachusetts","1289","288","44","42","10","22","7","14","0","12","115","69","95","76","99","75","147","100","149","77","211","110","29","35","137","82","152","73","94","54",
"1500000US250250806012","Block Group 2, Census Tract 806.01, Suffolk County, Massachusetts","120","75","18","27","8","13","0","12","0","12","0","12","0","12","0","12","17","24","20","31","5","8","1","7","12","18","24","27","15","22",
"1500000US250250806013","Block Group 3, Census Tract 806.01, Suffolk County, Massachusetts","165","77","5","9","0","12","0","12","10","18","8","14","0","12","38","43","16","15","25","38","0","12","0","12","22","35","15","24","26","28",
"1500000US250250808011","Block Group 1, Census Tract 808.01, Suffolk County, Massachusetts","673","177","16","18","25","39","0","12","27","31","39","40","41","58","32","38","21","28","50","30","13","19","19","20","53","35","158","73","179","101",
"1500000US250250808012","Block Group 2, Census Tract 808.01, Suffolk County, Massachusetts","617","190","36","37","0","12","37","32","28","31","74","65","30","38","81","52","95","66","19","24","19","22","5","8","2","7","83","52","108","54",
"1500000US250250809001","Block Group 1, Census Tract 809, Suffolk County, Massachusetts","511","118","0","12","0","12","35","35","10","15","32","31","42","37","28","29","92","54","179","65","23","20","0","12","21","26","44","36","5","8",
"1500000US250250809002","Block Group 2, Census Tract 809, Suffolk County, Massachusetts","750","254","32","50","0","12","46","53","24","24","53","54","103","85","0","12","111","93","48","47","123","82","54","53","0","12","65","88","91","51",
"1500000US250250809003","Block Group 3, Census Tract 809, Suffolk County, Massachusetts","744","353","57","87","0","12","51","66","28","29","77","74","42","40","20","23","58","37","39","30","47","43","159","146","0","12","27","44","139","122",
"1500000US250250810011","Block Group 1, Census Tract 810.01, Suffolk County, Massachusetts","275","95","0","12","0","12","0","12","43","34","67","52","14","22","26","30","26","30","37","58","20","31","0","12","9","15","20","30","13","22",
"1500000US250250810012","Block Group 2, Census Tract 810.01, Suffolk County, Massachusetts","881","270","17","28","0","12","28","43","35","41","83","71","31","35","32","36","289","177","28","31","111","79","41","36","12","20","95","64","79","90",
"1500000US250250810013","Block Group 3, Census Tract 810.01, Suffolk County, Massachusetts","535","300","0","12","0","12","0","12","15","23","31","51","67","90","48","61","128","144","61","65","0","12","86","101","0","12","77","66","22","36",
"1500000US250250810014","Block Group 4, Census Tract 810.01, Suffolk County, Massachusetts","912","271","0","12","25","40","0","12","10","16","116","102","97","68","54","62","263","166","35","33","26","30","36","35","0","12","93","91","157","115",
"1500000US250250811001","Block Group 1, Census Tract 811, Suffolk County, Massachusetts","712","201","0","12","61","67","21","25","43","40","45","50","43","32","27","34","257","114","54","49","62","60","31","39","0","12","21","26","47","64",
"1500000US250250811002","Block Group 2, Census Tract 811, Suffolk County, Massachusetts","1336","243","16","25","27","31","22","35","24","30","84","56","217","98","112","102","208","111","168","121","120","52","151","117","51","64","98","58","38","45",
"1500000US250250811003","Block Group 3, Census Tract 811, Suffolk County, Massachusetts","439","115","0","12","0","12","21","30","7","11","19","28","44","37","42","43","127","51","36","33","67","54","9","13","7","10","42","37","18","20",
"1500000US250250812001","Block Group 1, Census Tract 812, Suffolk County, Massachusetts","483","157","0","12","0","12","0","12","34","40","69","48","74","56","10","19","78","55","41","36","45","63","27","39","0","12","64","51","41","31",
"1500000US250250812002","Block Group 2, Census Tract 812, Suffolk County, Massachusetts","741","231","0","12","22","34","0","12","96","66","45","38","92","75","80","61","132","61","45","48","69","65","0","12","0","12","33","38","127","162",
"1500000US250250813001","Block Group 1, Census Tract 813, Suffolk County, Massachusetts","542","373","35","57","0","12","0","12","29","46","32","40","129","152","28","46","38","36","59","46","77","87","30","48","42","67","23","31","20","32",
"1500000US250250813002","Block Group 2, Census Tract 813, Suffolk County, Massachusetts","885","342","35","55","85","85","27","42","50","80","66","73","61","56","55","65","29","46","0","12","63","53","37","58","0","12","213","191","164","123",
"1500000US250250813003","Block Group 3, Census Tract 813, Suffolk County, Massachusetts","482","293","0","12","0","12","0","12","0","12","0","12","212","132","41","47","28","45","80","74","47","68","0","12","0","12","74","97","0","12",
"1500000US250250814001","Block Group 1, Census Tract 814, Suffolk County, Massachusetts","553","264","10","19","0","12","19","23","18","22","12","20","13","17","88","66","137","80","57","45","57","94","79","57","0","12","34","40","29","47",
"1500000US250250814002","Block Group 2, Census Tract 814, Suffolk County, Massachusetts","377","160","24","36","0","12","12","18","0","12","21","22","11","22","45","30","26","27","46","50","108","68","11","20","0","12","61","52","12","18",
"1500000US250250814003","Block Group 3, Census Tract 814, Suffolk County, Massachusetts","807","229","16","27","40","50","0","12","35","41","103","69","77","81","81","65","57","46","121","84","155","87","34","42","0","12","55","44","33","41",
"1500000US250250815001","Block Group 1, Census Tract 815, Suffolk County, Massachusetts","365","160","14","23","2","7","54","88","0","12","42","25","5","8","36","36","76","57","49","35","28","27","6","9","1","4","48","44","4","10",
"1500000US250250815002","Block Group 2, Census Tract 815, Suffolk County, Massachusetts","465","127","16","25","25","32","54","54","27","38","43","36","17","21","59","55","79","55","37","37","6","9","14","21","0","12","60","44","28","23",
"1500000US250250817001","Block Group 1, Census Tract 817, Suffolk County, Massachusetts","129","83","0","12","0","12","0","12","0","12","13","20","0","12","31","47","26","31","0","12","0","12","0","12","16","25","15","24","28","35",
"1500000US250250817002","Block Group 2, Census Tract 817, Suffolk County, Massachusetts","223","116","0","12","18","29","62","68","0","12","0","12","13","21","49","45","15","23","10","15","24","34","0","12","0","12","24","31","8","12",
"1500000US250250817003","Block Group 3, Census Tract 817, Suffolk County, Massachusetts","161","79","0","12","8","13","0","12","10","15","0","12","38","28","19","31","0","12","11","17","0","12","52","55","23","37","0","12","0","12",
"1500000US250250817004","Block Group 4, Census Tract 817, Suffolk County, Massachusetts","217","121","17","21","0","12","0","12","6","10","17","25","37","31","42","47","15","22","12","18","0","12","0","12","8","15","57","63","6","9",
"1500000US250250817005","Block Group 5, Census Tract 817, Suffolk County, Massachusetts","115","75","0","12","0","12","0","12","0","12","0","12","29","45","0","12","57","54","0","12","0","12","11","18","0","12","10","17","8","13",
"1500000US250250818001","Block Group 1, Census Tract 818, Suffolk County, Massachusetts","572","277","18","32","81","91","54","56","25","22","70","52","110","105","26","29","97","84","7","13","0","12","0","12","0","12","56","54","28","35",
"1500000US250250818002","Block Group 2, Census Tract 818, Suffolk County, Massachusetts","193","121","0","12","0","12","0","12","12","18","21","30","13","20","71","94","16","24","0","12","5","14","0","12","0","12","0","12","55","50",
"1500000US250250818003","Block Group 3, Census Tract 818, Suffolk County, Massachusetts","448","161","26","37","15","23","20","29","0","12","49","43","170","103","68","57","0","12","10","16","49","79","13","16","16","26","12","19","0","12",
"1500000US250250819001","Block Group 1, Census Tract 819, Suffolk County, Massachusetts","390","175","21","26","13","21","12","19","9","16","117","128","70","55","26","33","28","35","14","23","23","33","0","12","0","12","57","51","0","12",
"1500000US250250819002","Block Group 2, Census Tract 819, Suffolk County, Massachusetts","305","125","39","43","40","39","0","12","0","12","15","24","30","44","88","98","13","24","17","30","11","18","0","12","0","12","33","29","19","24",
"1500000US250250819003","Block Group 3, Census Tract 819, Suffolk County, Massachusetts","252","178","66","76","16","25","0","12","0","12","31","45","77","72","0","12","43","49","0","12","0","12","0","12","0","12","19","32","0","12",
"1500000US250250819004","Block Group 4, Census Tract 819, Suffolk County, Massachusetts","216","96","13","18","0","12","0","12","0","12","0","12","7","11","57","41","12","19","58","47","0","12","24","37","0","12","21","25","24","40",
"1500000US250250820001","Block Group 1, Census Tract 820, Suffolk County, Massachusetts","336","114","8","13","21","33","0","12","0","12","0","12","91","52","53","42","0","12","53","49","15","17","0","12","0","12","50","41","45","40",
"1500000US250250820002","Block Group 2, Census Tract 820, Suffolk County, Massachusetts","248","94","0","12","31","41","32","41","25","19","18","28","55","46","0","12","32","45","0","12","24","33","3","7","0","12","28","41","0","12",
"1500000US250250820003","Block Group 3, Census Tract 820, Suffolk County, Massachusetts","453","172","11","19","28","26","0","12","0","12","0","12","181","111","22","34","23","28","11","21","9","14","0","12","0","12","84","68","84","50",
"1500000US250250821001","Block Group 1, Census Tract 821, Suffolk County, Massachusetts","289","115","31","33","7","14","0","12","43","50","0","12","45","46","16","21","65","41","0","12","49","48","0","12","0","12","26","31","7","14",
"1500000US250250821002","Block Group 2, Census Tract 821, Suffolk County, Massachusetts","519","235","10","16","0","12","0","12","36","42","10","18","157","85","10","19","0","12","15","26","61","60","34","45","0","12","155","115","31","37",
"1500000US250250821003","Block Group 3, Census Tract 821, Suffolk County, Massachusetts","736","178","52","63","26","29","0","12","147","85","45","59","83","58","48","44","12","21","27","35","49","49","7","12","0","12","32","49","208","111",
"1500000US250250901001","Block Group 1, Census Tract 901, Suffolk County, Massachusetts","460","145","8","13","22","34","18","23","45","34","81","57","52","46","16","26","39","46","23","27","54","50","15","21","0","12","59","48","28","33",
"1500000US250250901002","Block Group 2, Census Tract 901, Suffolk County, Massachusetts","289","170","24","40","0","12","62","51","10","20","26","33","18","27","11","17","43","48","0","12","30","35","0","12","4","11","48","80","13","17",
"1500000US250250901003","Block Group 3, Census Tract 901, Suffolk County, Massachusetts","394","179","0","12","16","25","0","12","0","12","66","58","30","36","33","33","118","73","0","12","14","23","73","90","0","12","0","12","44","48",
"1500000US250250901004","Block Group 4, Census Tract 901, Suffolk County, Massachusetts","374","129","0","12","5","9","0","12","0","12","49","45","75","72","14","18","0","12","27","43","57","45","4","7","0","12","97","65","46","42",
"1500000US250250901005","Block Group 5, Census Tract 901, Suffolk County, Massachusetts","269","127","0","12","19","30","16","26","26","34","27","29","76","84","9","15","24","26","0","12","25","32","0","12","0","12","0","12","47","46",
"1500000US250250902001","Block Group 1, Census Tract 902, Suffolk County, Massachusetts","302","114","0","12","6","10","25","36","11","16","42","51","71","40","2","4","31","31","0","12","6","10","42","39","0","12","7","13","59","47",
"1500000US250250902002","Block Group 2, Census Tract 902, Suffolk County, Massachusetts","157","69","18","23","21","28","18","21","0","12","0","12","10","16","0","12","15","25","0","12","15","23","0","12","0","12","44","41","16","19",
"1500000US250250902003","Block Group 3, Census Tract 902, Suffolk County, Massachusetts","343","138","0","12","20","22","11","18","23","19","20","18","122","84","83","103","0","12","0","12","10","15","0","12","11","17","32","31","11","17",
"1500000US250250903001","Block Group 1, Census Tract 903, Suffolk County, Massachusetts","316","162","20","31","48","39","17","27","48","56","22","36","16","26","41","45","36","40","26","37","0","12","0","12","0","12","13","20","29","41",
"1500000US250250903002","Block Group 2, Census Tract 903, Suffolk County, Massachusetts","503","201","13","20","46","42","51","57","98","67","79","63","22","36","0","12","21","26","20","31","23","35","0","12","0","12","38","46","92","82",
"1500000US250250903003","Block Group 3, Census Tract 903, Suffolk County, Massachusetts","264","168","30","33","11","21","0","12","40","58","33","48","0","12","17","27","76","54","0","12","0","12","16","25","0","12","0","12","41","58",
"1500000US250250904001","Block Group 1, Census Tract 904, Suffolk County, Massachusetts","148","108","7","11","26","42","50","56","6","11","0","12","13","16","0","12","0","12","7","11","25","40","0","12","0","12","6","11","8","15",
"1500000US250250904002","Block Group 2, Census Tract 904, Suffolk County, Massachusetts","504","191","78","80","33","43","0","12","73","91","25","31","52","50","43","52","82","74","15","23","0","12","11","22","0","12","78","65","14","22",
"1500000US250250904003","Block Group 3, Census Tract 904, Suffolk County, Massachusetts","136","89","0","12","0","12","0","12","34","36","0","12","14","24","25","43","7","11","7","12","10","16","9","14","0","12","21","25","9","15",
"1500000US250250904004","Block Group 4, Census Tract 904, Suffolk County, Massachusetts","395","162","26","35","13","24","12","20","63","30","0","12","24","32","0","12","102","69","0","12","22","33","33","41","0","12","74","84","26","34",
"1500000US250250906001","Block Group 1, Census Tract 906, Suffolk County, Massachusetts","397","149","9","14","0","12","0","12","44","42","20","26","141","111","67","43","18","23","9","13","19","20","0","12","0","12","14","20","56","38",
"1500000US250250906002","Block Group 2, Census Tract 906, Suffolk County, Massachusetts","564","159","28","35","53","40","10","16","68","54","74","47","88","55","19","22","46","49","11","13","15","23","0","12","0","12","134","74","18","17",
"1500000US250250907001","Block Group 1, Census Tract 907, Suffolk County, Massachusetts","960","235","0","12","54","52","10","13","34","39","28","32","58","54","85","65","127","104","61","43","112","104","167","172","52","56","137","78","35","43",
"1500000US250250907002","Block Group 2, Census Tract 907, Suffolk County, Massachusetts","551","201","51","54","40","40","17","18","22","25","33","28","86","68","68","48","129","97","17","19","37","33","0","12","14","18","28","26","9","15",
"1500000US250250907003","Block Group 3, Census Tract 907, Suffolk County, Massachusetts","525","197","20","24","22","26","13","20","139","146","49","48","114","65","24","25","60","39","38","37","28","33","0","12","0","12","18","19","0","12",
"1500000US250250907004","Block Group 4, Census Tract 907, Suffolk County, Massachusetts","531","225","0","12","0","12","0","12","12","20","29","44","76","61","85","94","158","97","58","53","0","12","39","45","0","12","23","37","51","48",
"1500000US250250909011","Block Group 1, Census Tract 909.01, Suffolk County, Massachusetts","735","176","0","12","26","30","27","29","28","41","10","16","100","83","26","24","97","56","46","36","76","45","26","41","40","63","113","79","120","80",
"1500000US250250909012","Block Group 2, Census Tract 909.01, Suffolk County, Massachusetts","818","199","0","12","0","12","0","12","39","32","41","34","134","74","19","30","268","133","65","46","119","93","1","3","9","14","111","75","12","20",
"1500000US250250910011","Block Group 1, Census Tract 910.01, Suffolk County, Massachusetts","228","93","32","48","8","12","0","12","48","48","4","10","24","28","10","12","63","43","0","12","26","39","0","12","0","12","0","12","13","20",
"1500000US250250910012","Block Group 2, Census Tract 910.01, Suffolk County, Massachusetts","330","190","7","12","0","12","8","13","3","6","40","45","10","15","28","24","127","101","13","27","16","22","0","12","0","12","56","58","22","26",
"1500000US250250910013","Block Group 3, Census Tract 910.01, Suffolk County, Massachusetts","472","134","0","12","0","12","12","20","38","35","26","23","53","29","28","32","165","83","22","23","33","26","12","19","0","12","83","72","0","12",
"1500000US250250910014","Block Group 4, Census Tract 910.01, Suffolk County, Massachusetts","617","162","0","12","61","67","14","28","0","12","77","58","99","64","38","36","83","51","47","38","58","56","24","20","22","35","34","27","60","49",
"1500000US250250911001","Block Group 1, Census Tract 911, Suffolk County, Massachusetts","975","336","6","13","29","29","36","47","112","63","47","50","128","94","78","81","89","63","142","86","67","47","144","115","0","12","73","55","24","37",
"1500000US250250911002","Block Group 2, Census Tract 911, Suffolk County, Massachusetts","621","233","15","25","0","12","0","12","60","58","112","87","104","66","88","59","28","36","68","56","54","42","7","13","0","12","31","38","54","49",
"1500000US250250911003","Block Group 3, Census Tract 911, Suffolk County, Massachusetts","582","179","0","12","11","18","0","12","65","48","160","151","35","32","24","21","35","36","19","29","135","99","22","31","0","12","66","60","10","19",
"1500000US250250911004","Block Group 4, Census Tract 911, Suffolk County, Massachusetts","310","132","32","52","9","13","0","12","47","33","47","42","38","41","72","58","22","32","12","19","14","24","0","12","0","12","0","12","17","25",
"1500000US250250911005","Block Group 5, Census Tract 911, Suffolk County, Massachusetts","514","185","12","21","37","40","0","12","48","54","27","35","82","79","65","56","104","65","65","58","46","40","5","10","7","16","16","26","0","12",
"1500000US250250912001","Block Group 1, Census Tract 912, Suffolk County, Massachusetts","575","180","0","12","20","22","0","12","20","32","45","42","97","62","151","110","97","72","55","43","46","46","8","14","0","12","17","19","19","23",
"1500000US250250912002","Block Group 2, Census Tract 912, Suffolk County, Massachusetts","720","203","0","12","51","31","96","100","28","28","39","28","112","85","176","102","57","42","18","21","53","47","7","11","0","12","48","36","35","40",
"1500000US250250912003","Block Group 3, Census Tract 912, Suffolk County, Massachusetts","241","116","11","17","9","14","15","23","10","17","0","12","0","12","92","83","0","12","19","22","15","17","0","12","29","38","24","25","17","26",
"1500000US250250913001","Block Group 1, Census Tract 913, Suffolk County, Massachusetts","719","219","38","31","57","49","37","28","138","101","24","23","43","35","15","18","76","47","34","28","36","32","34","37","46","56","98","93","43","43",
"1500000US250250913002","Block Group 2, Census Tract 913, Suffolk County, Massachusetts","352","113","11","16","0","12","7","12","68","52","13","16","25","28","51","50","64","54","14","17","30","28","5","10","15","25","10","17","39","27",
"1500000US250250914001","Block Group 1, Census Tract 914, Suffolk County, Massachusetts","672","154","0","12","12","16","29","29","56","44","136","67","94","60","14","19","132","73","24","23","85","65","25","27","0","12","29","25","36","34",
"1500000US250250914002","Block Group 2, Census Tract 914, Suffolk County, Massachusetts","326","123","7","16","0","12","0","12","85","93","0","12","29","22","9","9","7","10","2","9","17","20","23","35","33","32","87","72","27","26",
"1500000US250250915001","Block Group 1, Census Tract 915, Suffolk County, Massachusetts","988","310","7","12","0","12","40","40","161","112","78","65","105","69","243","97","74","59","14","22","56","57","12","21","26","25","94","59","78","62",
"1500000US250250915002","Block Group 2, Census Tract 915, Suffolk County, Massachusetts","610","200","28","32","21","28","0","12","8","12","4","8","78","57","66","50","114","57","9","13","110","76","39","46","26","35","65","62","42","44",
"1500000US250250915003","Block Group 3, Census Tract 915, Suffolk County, Massachusetts","359","143","12","22","0","12","0","12","62","85","58","63","36","37","44","52","43","47","5","9","5","8","7","11","14","22","47","44","26","31",
"1500000US250250916001","Block Group 1, Census Tract 916, Suffolk County, Massachusetts","574","153","6","10","0","12","9","16","24","29","43","39","108","111","29","40","151","53","73","45","18","22","0","12","39","59","0","12","74","54",
"1500000US250250916002","Block Group 2, Census Tract 916, Suffolk County, Massachusetts","562","220","14","22","0","12","0","12","5","8","107","77","53","61","26","42","107","90","10","16","49","56","18","23","23","37","21","33","129","101",
"1500000US250250916003","Block Group 3, Census Tract 916, Suffolk County, Massachusetts","95","57","0","12","0","12","0","12","31","29","8","13","7","13","7","13","0","12","14","23","0","12","0","12","0","12","0","12","28","34",
"1500000US250250917001","Block Group 1, Census Tract 917, Suffolk County, Massachusetts","602","153","55","49","18","26","38","36","42","29","12","13","115","71","32","33","103","68","16","25","7","10","0","12","23","35","79","47","62","46",
"1500000US250250917002","Block Group 2, Census Tract 917, Suffolk County, Massachusetts","404","115","29","24","22","31","36","46","79","64","17","25","29","25","32","29","35","30","0","12","15","21","8","13","0","12","34","33","68","53",
"1500000US250250917003","Block Group 3, Census Tract 917, Suffolk County, Massachusetts","401","135","17","27","45","42","17","15","57","54","25","34","44","38","16","13","18","25","0","12","48","53","15","23","0","12","45","39","54","55",
"1500000US250250918001","Block Group 1, Census Tract 918, Suffolk County, Massachusetts","533","178","1","4","8","12","16","27","104","78","54","53","43","41","68","48","26","34","0","12","24","39","68","68","0","12","121","85","0","12",
"1500000US250250918002","Block Group 2, Census Tract 918, Suffolk County, Massachusetts","464","193","0","12","116","67","0","12","83","71","17","27","115","81","37","40","0","12","0","12","24","32","24","39","0","12","38","56","10","18",
"1500000US250250918003","Block Group 3, Census Tract 918, Suffolk County, Massachusetts","515","222","0","12","0","12","22","15","128","87","37","46","68","47","50","34","0","12","0","12","12","20","105","78","0","12","51","37","42","55",
"1500000US250250919001","Block Group 1, Census Tract 919, Suffolk County, Massachusetts","424","187","0","12","0","12","19","29","56","46","28","46","64","45","41","43","118","118","19","29","12","19","8","12","0","12","0","12","59","55",
"1500000US250250919002","Block Group 2, Census Tract 919, Suffolk County, Massachusetts","399","225","0","12","13","20","7","11","63","48","33","41","118","119","0","12","74","71","28","32","0","12","0","12","8","13","9","15","46","39",
