stop_id,stop_code,stop_name,stop_desc,platform_code,platform_name,stop_lat,stop_lon,zone_id,stop_address,stop_url,level_id,location_type,parent_station,wheelchair_boarding,municipality,on_street,at_street,vehicle_type
node-chncl-fhlower-lobby,,Chinatown,Chinatown - Bottom of stairs between landing and lobby,,,,,,,,level_-1_platform,3,place-chncl,1,Boston,,,
node-chncl-fhupper-landing,,Chinatown,Chinatown - Bottom of stairs for street,,,,,,,,level_-0.5_landing,3,place-chncl,1,Boston,,,
node-chncl-ogfarepaid,,Chinatown,Chinatown - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-chncl,1,Boston,,,
node-chncl-ogfareunpaid,,Chinatown,Chinatown - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-chncl,1,Boston,,,
node-chncl-oglower-landing,,Chinatown,Chinatown - Top of stairs between lobby and landing,,,,,,,,level_-0.5_landing,3,place-chncl,1,Boston,,,
node-chncl-oglower-lobby,,Chinatown,Chinatown - Bottom of stairs between lobby and landing,,,,,,,,level_-1_platform,3,place-chncl,1,Boston,,,
node-chncl-ogonlystair-lobby,,Chinatown,Chinatown - Bottom of stairs for street,,,,,,,,level_-1_platform,3,place-chncl,1,Boston,,,
node-chncl-ogupper-landing,,Chinatown,Chinatown - Bottom of stairs between escalator and street,,,,,,,,level_-0.5_landing,3,place-chncl,1,Boston,,,
place-chswk,,Chiswick Road,,,,42.340805,-71.150711,,"Commonwealth Ave and Chiswick Rd, Boston, MA",https://www.mbta.com/stops/place-chswk,,1,,2,Boston,,,
70114,70114,Chiswick Road,Chiswick Road - Green Line - Park Street & North,,Park Street & North,42.340808,-71.150633,RapidTransit,,https://www.mbta.com/stops/place-chswk,level_median,0,place-chswk,2,Boston,,,0.0
70115,70115,Chiswick Road,Chiswick Road - Green Line - (B) Boston College,,Boston College,42.34054,-71.15114,RapidTransit,,https://www.mbta.com/stops/place-chswk,level_median,0,place-chswk,2,Boston,,,0.0
place-clmnl,,Cleveland Circle,,,,42.336142,-71.149326,,"Beacon St and Chestnut Hill Ave, Brighton, MA",https://www.mbta.com/stops/place-clmnl,,1,,1,Boston,,,
70237,70237,Cleveland Circle,Cleveland Circle - Green Line - Exit Only,,Exit Only,42.336216,-71.149201,RapidTransit,,https://www.mbta.com/stops/place-clmnl,level_median,0,place-clmnl,1,Boston,,,0.0
70238,70238,Cleveland Circle,Cleveland Circle - Green Line - Park Street & North,,Park Street & North,42.336252,-71.148774,RapidTransit,,https://www.mbta.com/stops/place-clmnl,level_median,0,place-clmnl,1,Boston,,,0.0
place-cntsq,,Central,,,,42.365486,-71.103802,,"Massachusetts Ave and Prospect St, Cambridge, MA 02139",https://www.mbta.com/stops/place-cntsq,,1,,1,Cambridge,,,
70069,70069,Central,Central - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.365304,-71.103621,RapidTransit,,https://www.mbta.com/stops/place-cntsq,level_-1_platform,0,place-cntsq,1,Cambridge,,,1.0
70070,70070,Central,Central - Red Line - Alewife,,Alewife,42.365379,-71.103554,RapidTransit,,https://www.mbta.com/stops/place-cntsq,level_-1_platform,0,place-cntsq,1,Cambridge,,,1.0
door-cntsq-essex,,Central - Essex St,Central - Essex St,,,42.364991,-71.102811,,,,level_in_street,2,place-cntsq,2,Cambridge,,,
door-cntsq-ibmass,,Central - Mass Ave,Central - Mass Ave,,,42.36519,-71.103557,,,,level_in_street,2,place-cntsq,1,Cambridge,,,
door-cntsq-obmass,,Central - Mass Ave,Central - Mass Ave,,,42.365541,-71.103749,,,,level_in_street,2,place-cntsq,1,Cambridge,,,
door-cntsq-pearl,,Central - Pearl St,Central - Pearl St,,,42.364831,-71.102989,,,,level_in_street,2,place-cntsq,2,Cambridge,,,
door-cntsq-prospect,,Central - Prospect St,Central - Prospect St,,,42.365778,-71.104131,,,,level_in_street,2,place-cntsq,2,Cambridge,,,
door-cntsq-western,,Central - Western Ave,Central - Western Ave,,,42.365635,-71.104304,,,,level_in_street,2,place-cntsq,2,Cambridge,,,
node-cntsq-359-platform,,Central,Central - Bottom of Escalator 359 for Massachusetts Ave,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-360-platform,,Central,Central - Bottom of Escalator 360 for Massachusetts Ave,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-860-platform,,Central,Central - Bottom of Elevator 860 for Massachusetts Ave,,,42.3654,-71.103485,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-861-platform,,Central,Central - Bottom of Elevator 861 for Massachusetts Ave,,,42.365109,-71.103409,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-essexstair-farepaid,,Central,Central - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-essexstair-fareunpaid,,Central,Central - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-essexstair-platform,,Central,Central - Bottom of stairs for Essex St,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-ibstair-farepaid,,Central,Central - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-ibstair-fareunpaid,,Central,Central - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-ibstair-platform,,Central,Central - Bottom of stairs for Massachusetts Ave,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-obstair-farepaid,,Central,Central - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-obstair-fareunpaid,,Central,Central - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-obstair-platform,,Central,Central - Bottom of stairs for Massachusetts Ave,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-pearlstair-farepaid,,Central,Central - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-pearlstair-fareunpaid,,Central,Central - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-pearlstair-platform,,Central,Central - Bottom of stairs for Pearl St,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-prospectstair-farepaid,,Central,Central - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-prospectstair-fareunpaid,,Central,Central - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-prospectstair-platform,,Central,Central - Bottom of stairs for Prospect St,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-westernstair-farepaid,,Central,Central - Paid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-westernstair-fareunpaid,,Central,Central - Unpaid side of fare gates,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
node-cntsq-westernstair-platform,,Central,Central - Bottom of stairs for Western Ave,,,,,,,,level_-1_platform,3,place-cntsq,1,Cambridge,,,
place-coecl,,Copley,,,,42.349974,-71.077447,,"Boylston St and Dartmouth St, Boston, MA",https://www.mbta.com/stops/place-coecl,,1,,1,Boston,,,
70154,70154,Copley,Copley - Green Line - Park Street & North,,Park Street & North,42.349871,-71.078049,RapidTransit,,https://www.mbta.com/stops/place-coecl,level_-1_platform,0,place-coecl,1,Boston,,,0.0
70155,70155,Copley,"Copley - Green Line - Kenmore & West, (E) Heath Street",,"Kenmore & West, Heath Street",42.350126,-71.077376,RapidTransit,,https://www.mbta.com/stops/place-coecl,level_-1_platform,0,place-coecl,1,Boston,,,0.0
door-coecl-bpl,,Copley - Boylston St,Copley - Boylston St,,,42.349799,-71.078026,,,,level_in_street,2,place-coecl,2,Boston,,,
door-coecl-church,,"Copley - Dartmouth St, Old South Church","Copley - Dartmouth St, Old South Church",,,42.350194,-71.077551,,,,level_in_street,2,place-coecl,1,Boston,,,
door-coecl-east,,Copley - Dartmouth St (East),Copley - Dartmouth St (East),,,42.350312,-71.077382,,,,level_in_street,2,place-coecl,2,Boston,,,
node-coecl-439-platform,,Copley,Copley - Bottom of Escalator 439 from westbound platform,,,42.350337,-71.07764,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-976-platform,,Copley,Copley - Bottom of Park Street & East platform Elevator 976,,,42.34977,-71.078123,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-977-platform,,Copley,Copley - Bottom of westbound platform Elevator 977,,,42.350398,-71.077661,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-bplstair-platform,,Copley,Copley - Bottom of westbound platform stairs,,,42.349792,-71.078052,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-churchstair-platform,,Copley,Copley - Bottom of Old South Church stairs,,,42.350344,-71.077609,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-eaststair-platform,,Copley,Copley - Bottom of northeast stairs,,,42.350384,-71.077447,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-ebfarepaid,,Copley,Copley - Paid side of fare gates,,,42.349835,-71.078072,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-ebfareunpaid,,Copley,Copley - Unpaid side of fare gates,,,42.349835,-71.078072,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-wbfarepaid,,Copley,Copley - Paid side of fare gates,,,42.350189,-71.0774,,,,level_-1_platform,3,place-coecl,1,Boston,,,
node-coecl-wbfareunpaid,,Copley,Copley - Unpaid side of fare gates,,,42.350189,-71.0774,,,,level_-1_platform,3,place-coecl,1,Boston,,,
place-conrd,,Silver Line Way,,,,42.347154,-71.038385,,,https://www.mbta.com/stops/place-conrd,,1,,1,Boston,,,
74614,74614,Silver Line Way,Silver Line Way - Silver Line - South Station,,South Station,42.347241,-71.038801,SLWaterfrontNonLogan,"Silver Line Way and Starboard Way, Boston, MA 02210",https://www.mbta.com/stops/place-conrd,level_in_street,0,place-conrd,1,Boston,Silver Line Way,,3.0
74624,74624,Silver Line Way,Silver Line Way - Silver Line - Airport/Design Center/Chelsea,,Airport/Design Center/Chelsea,42.347066,-71.037969,SLWaterfrontNonLogan,"Silver Line Way and Starboard Way, Boston, MA 02210",https://www.mbta.com/stops/place-conrd,level_in_street,0,place-conrd,1,Boston,Silver Line Way,,3.0
place-cool,,Coolidge Corner,,,,42.342116,-71.121263,,"Beacon St and Harvard St, Brookline, MA",https://www.mbta.com/stops/place-cool,,1,,1,Brookline,,,
70219,70219,Coolidge Corner,Coolidge Corner - Green Line - (C) Cleveland Circle,,Cleveland Circle,42.342274,-71.120915,RapidTransit,,https://www.mbta.com/stops/place-cool,level_median,0,place-cool,1,Brookline,,,0.0
70220,70220,Coolidge Corner,Coolidge Corner - Green Line - Park Street & North,,Park Street & North,42.342028,-71.121685,RapidTransit,,https://www.mbta.com/stops/place-cool,level_median,0,place-cool,1,Brookline,,,0.0
place-crtst,,Courthouse,,,,42.35245,-71.04685,,"Seaport Blvd and Pittsburg St, Boston, MA",https://www.mbta.com/stops/place-crtst,,1,,1,Boston,,,
74612,74612,Courthouse,Courthouse - Silver Line - Airport/Design Center/Chelsea,,Airport/Design Center/Chelsea,42.35245,-71.04685,SLWaterfrontNonLogan,,https://www.mbta.com/stops/place-crtst,level_-2_platform,0,place-crtst,1,Boston,,,3.0
74616,74616,Courthouse,Courthouse - Silver Line - South Station,,South Station,42.35245,-71.04685,SLWaterfrontNonLogan,,https://www.mbta.com/stops/place-crtst,level_-2_platform,0,place-crtst,1,Boston,,,3.0
door-crtst-north,,"Courthouse - Fan Pier Blvd, Seaport Blvd","Courthouse - Fan Pier Blvd, Seaport Blvd",,,42.352611,-71.047046,,,,level_in_street,2,place-crtst,1,Boston,,,
door-crtst-south,,"Courthouse - Thomson Pl, Seaport Blvd","Courthouse - Thomson Pl, Seaport Blvd",,,42.352247,-71.046901,,,,level_in_street,2,place-crtst,1,Boston,,,
node-412-landing,,Courthouse,Courthouse - Top of escalator from lobby to Thomson Place mezzanine,,,,,,,,level_-0.5_landing,3,place-crtst,1,Boston,,,
node-412-lobby,,Courthouse,Courthouse - Bottom of escalator from lobby to Thomson Place mezzanine,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-413-entrance,,Courthouse,Courthouse - Top of escalator from mezzanine to Thomson Place,,,,,,,,level_ground,3,place-crtst,1,Boston,,,
node-413-landing,,Courthouse,Courthouse - Bottom of escalator from mezzanine to Thomson Place,,,,,,,,level_-0.5_landing,3,place-crtst,1,Boston,,,
node-414-lobby,,Courthouse,Courthouse - Top of escalator from South Station platform to lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-414-platform,,Courthouse,Courthouse - Bottom of escalator from South Station platform to lobby,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-415-lobby,,Courthouse,Courthouse - Top of escalator from outbound platform to lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-415-platform,,Courthouse,Courthouse - Bottom of escalator from outbound platform to lobby,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-416-lobby,,Courthouse,Courthouse - Top of escalator from South Station platform to exit-only gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-416-platform,,Courthouse,Courthouse - Bottom of escalator from South Station platform to exit-only gates,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-417-lobby,,Courthouse,Courthouse - Top of escalator from outbound platform to exit-only gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-417-platform,,Courthouse,Courthouse - Bottom of escalator from outbound platform to exit-only gates,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-418-entrance,,Courthouse,Courthouse - Top of escalator from lobby to Fan Pier Boulevard,,,,,,,,level_ground,3,place-crtst,1,Boston,,,
node-418-lobby,,Courthouse,Courthouse - Bottom of escalator from lobby to Fan Pier Boulevard,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-937-lobby,,Courthouse,Courthouse - Top of elevator between South Station platform and lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-937-platform,,Courthouse,Courthouse - Bottom of elevator between South Station platform and lobby,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-938-lobby,,Courthouse,Courthouse - Top of elevator between outbound platform and lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-938-platform,,Courthouse,Courthouse - Bottom of elevator between outbound platform and lobby,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-939-entrance,,Courthouse,Courthouse - Top of elevator between Thomson Place and lobby,,,,,,,,level_ground,3,place-crtst,1,Boston,,,
node-939-lobby,,Courthouse,Courthouse - Bottom of elevator between Thomson Place and lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-940-entrance,,Courthouse,Courthouse - Top of elevator between Fan Pier Boulevard and lobby,,,,,,,,level_ground,3,place-crtst,1,Boston,,,
node-940-lobby,,Courthouse,Courthouse - Bottom of elevator between Fan Pier Boulevard and lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-northentstair-entrance,,Courthouse,Courthouse - Top of stairs between Fan Pier Boulevard and lobby,,,,,,,,level_ground,3,place-crtst,1,Boston,,,
node-crtst-northentstair-lobby,,Courthouse,Courthouse - Bottom of stairs between Fan Pier Boulevard and lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-southentstair-entrance,,Courthouse,Courthouse - Top of stairs between Thomson Place and landing,,,,,,,,level_ground,3,place-crtst,1,Boston,,,
node-crtst-southentstair-landing,,Courthouse,Courthouse - Bottom of stairs between Thomson Place and landing,,,,,,,,level_-0.5_landing,3,place-crtst,1,Boston,,,
node-crtst-southlobstair-landing,,Courthouse,Courthouse - Top of stairs between Thomson Place landing and lobby,,,,,,,,level_-0.5_landing,3,place-crtst,1,Boston,,,
node-crtst-southlobstair-lobby,,Courthouse,Courthouse - Bottom of stairs between Thomson Place landing and lobby,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssexit-farepaid,,Courthouse,Courthouse - Paid side of South Station exit-only gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssexit-fareunpaid,,Courthouse,Courthouse - Unpaid side of South Station exit-only gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssexitstair-lobby,,Courthouse,Courthouse - Top of stairs for exit-only gates from South Station platform,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssexitstair-platform,,Courthouse,Courthouse - Bottom of stairs for exit-only gates from South Station platform,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-crtst-ssmain-farepaid,,Courthouse,Courthouse - Paid side of South Station fare gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssmain-fareunpaid,,Courthouse,Courthouse - Unpaid side of South Station fare gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssmainstair-lobby,,Courthouse,Courthouse - Top of stairs for South Station platform,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-ssmainstair-platform,,Courthouse,Courthouse - Bottom of stairs for South Station platform,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-crtst-wtcexit-farepaid,,Courthouse,Courthouse - Paid side of outbound exit-only gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-wtcexit-fareunpaid,,Courthouse,Courthouse - Unpaid side of outbound exit-only gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-wtcexitstair-lobby,,Courthouse,Courthouse - Top of stairs for exit-only gates from outbound platform,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-wtcexitstair-platform,,Courthouse,Courthouse - Bottom of stairs for exit-only gates from outbound platform,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
node-crtst-wtcmain-farepaid,,Courthouse,Courthouse - Paid side of outbound fare gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-wtcmain-fareunpaid,,Courthouse,Courthouse - Unpaid side of outbound fare gates,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-wtcmainstair-lobby,,Courthouse,Courthouse - Top of stairs for outbound platform,,,,,,,,level_-1_lobby,3,place-crtst,1,Boston,,,
node-crtst-wtcmainstair-platform,,Courthouse,Courthouse - Bottom of stairs for outbound platform,,,,,,,,level_-2_platform,3,place-crtst,1,Boston,,,
place-davis,,Davis,,,,42.39674,-71.121815,,"College Ave and Elm St, Somerville, MA",https://www.mbta.com/stops/place-davis,,1,,1,Somerville,,,
70063,70063,Davis,Davis - Red Line - Ashmont/Braintree,,Ashmont/Braintree,42.39674,-71.121815,RapidTransit,,https://www.mbta.com/stops/place-davis,level_-2_platform,0,place-davis,1,Somerville,,,1.0
70064,70064,Davis,Davis - Red Line - Alewife,,Alewife,42.39674,-71.121815,RapidTransit,,https://www.mbta.com/stops/place-davis,level_-2_platform,0,place-davis,1,Somerville,,,1.0
door-davis-busway,,"Davis - College Ave, Tufts University, Buses","Davis - College Ave, Tufts University, Buses",,,42.396742,-71.121989,,,,level_in_street,2,place-davis,1,Somerville,,,
door-davis-holland,,"Davis - Holland St, Buses","Davis - Holland St, Buses",,,42.396992,-71.123191,,,,level_in_street,2,place-davis,2,Somerville,,,
node-336-entrance,,Davis,Davis - Top of Escalator 336,,,42.396792,-71.121828,,,,level_in_street,3,place-davis,1,Somerville,,,
node-336-middle,,Davis,Davis - Bottom of Escalator 336,,,,,,,,level_-0.5_landing,3,place-davis,1,Somerville,,,
node-337-entrance,,Davis,Davis - Top of Escalator 337,,,42.396782,-71.121832,,,,level_in_street,3,place-davis,1,Somerville,,,
node-337-middle,,Davis,Davis - Bottom of Escalator 337,,,,,,,,level_-0.5_landing,3,place-davis,1,Somerville,,,
node-338-lobby,,Davis,Davis - Bottom of Escalator 338,,,,,,,,level_-1_lobby,3,place-davis,1,Somerville,,,
node-338-middle,,Davis,Davis - Top of Escalator 338,,,,,,,,level_-0.5_landing,3,place-davis,1,Somerville,,,
node-339-lobby,,Davis,Davis - Bottom of Escalator 339,,,,,,,,level_-1_lobby,3,place-davis,1,Somerville,,,
node-339-middle,,Davis,Davis - Top of Escalator 339,,,,,,,,level_-0.5_landing,3,place-davis,1,Somerville,,,
node-340-lobby,,Davis,Davis - Top of Escalator 340,,,,,,,,level_-1_lobby,3,place-davis,1,Somerville,,,
node-340-platform,,Davis,Davis - Bottom of Escalator 340,,,,,,,,level_-2_platform,3,place-davis,1,Somerville,,,
node-341-lobby,,Davis,Davis - Top of Escalator 341,,,,,,,,level_-1_lobby,3,place-davis,1,Somerville,,,
